row,svkMatvecs,svkSubspaceSize,svkMedian,svkTop,svkBot,b=2Matvecs,b=2SubspaceSize,b=2Median,b=2Top,b=2Bot,b=3Matvecs,b=3SubspaceSize,b=3Median,b=3Top,b=3Bot,b=50Matvecs,b=50SubspaceSize,b=50Median,b=50Top,b=50Bot,b=54Matvecs,b=54SubspaceSize,b=54Median,b=54Top,b=54Bot
11,502.0,168.0,0.005887479486957473,0.005634017232353317,0.0059453791999699,500.0,168.0,0.0013315533203564498,0.001287310664156438,0.0013995752848474075,489.0,165.0,0.0018614204772251087,0.0017488614045974807,0.0019158959939321965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,568.0,190.0,0.0017330626448790291,0.0016536421069929651,0.0018639710406798478,566.0,190.0,0.00022662541528794216,0.00021838361425590295,0.0002786404481072474,552.0,186.0,0.0005069142725507049,0.00044752829385259486,0.0005609426223808691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,643.0,215.0,9.838799151254911e-5,8.803720489673003e-5,0.0001244040716296783,644.0,216.0,1.4425762183509587e-6,8.410647967710522e-7,5.882399729823074e-6,633.0,213.0,3.8609639287187765e-5,1.312061467236903e-5,4.8816931388118914e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,724.0,242.0,8.33726682651325e-11,1.4276908037703802e-11,2.9350838083660124e-10,722.0,242.0,5.498080058749498e-13,2.78850644563805e-13,3.992595051243561e-12,714.0,240.0,8.27889654122419e-9,2.4034726783013463e-9,5.183186795724258e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,817.0,273.0,1.0e-15,1.0e-15,1.0e-15,818.0,274.0,1.0e-15,1.0e-15,1.0e-15,804.0,270.0,3.2661861735145534e-15,1.0e-15,1.0025377004815505e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,922.0,308.0,1.0e-15,1.0e-15,1.0e-15,920.0,308.0,1.0e-15,1.0e-15,1.0e-15,912.0,306.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1042.0,348.0,1.0e-15,1.0e-15,1.0e-15,1040.0,348.0,1.0e-15,1.0e-15,1.0e-15,1029.0,345.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1177.0,393.0,1.0e-15,1.0e-15,1.0e-15,1178.0,394.0,1.0e-15,1.0e-15,1.0e-15,1164.0,390.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1327.0,443.0,1.0e-15,1.0e-15,1.0e-15,1328.0,444.0,1.0e-15,1.0e-15,1.0e-15,1317.0,441.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1498.0,500.0,1.0e-15,1.0e-15,1.0e-15,1496.0,500.0,1.0e-15,1.0e-15,1.0e-15,1488.0,498.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
