row,svkMatvecs,svkSubspaceSize,svkMedian,svkTop,svkBot,b2Matvecs,b2SubspaceSize,b2Median,b2Top,b2Bot,b3Matvecs,b3SubspaceSize,b3Median,b3Top,b3Bot,bkMatvecs,bkSubspaceSize,bkMedian,bkTop,bkBot,g1e-6Matvecs,g1e-6SubspaceSize,g1e-6Median,g1e-6Top,g1e-6Bot,d1e-6Matvecs,d1e-6SubspaceSize,d1e-6Median,d1e-6Top,d1e-6Bot,g1e-8Matvecs,g1e-8SubspaceSize,g1e-8Median,g1e-8Top,g1e-8Bot,d1e-8Matvecs,d1e-8SubspaceSize,d1e-8Median,d1e-8Top,d1e-8Bot,g1e-10Matvecs,g1e-10SubspaceSize,g1e-10Median,g1e-10Top,g1e-10Bot,d1e-10Matvecs,d1e-10SubspaceSize,d1e-10Median,d1e-10Top,d1e-10Bot,g1e-12Matvecs,g1e-12SubspaceSize,g1e-12Median,g1e-12Top,g1e-12Bot,d1e-12Matvecs,d1e-12SubspaceSize,d1e-12Median,d1e-12Top,d1e-12Bot,g1e-14Matvecs,g1e-14SubspaceSize,g1e-14Median,g1e-14Top,g1e-14Bot,d1e-14Matvecs,d1e-14SubspaceSize,d1e-14Median,d1e-14Top,d1e-14Bot,g1e-16Matvecs,g1e-16SubspaceSize,g1e-16Median,g1e-16Top,g1e-16Bot,d1e-16Matvecs,d1e-16SubspaceSize,d1e-16Median,d1e-16Top,d1e-16Bot
11,847.0,283.0,1.0e-15,1.0e-15,1.0e-15,848.0,284.0,1.0e-15,1.0e-15,1.0e-15,849.0,285.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,847.0,283.0,2.8195987960439494e-8,2.8195987960439494e-8,2.8195987960439494e-8,847.0,283.0,1.293181842902437e-7,1.293181842902437e-7,1.293181842902437e-7,847.0,283.0,3.2715663079614817e-10,3.2715663079614817e-10,3.2715663079614817e-10,847.0,283.0,1.2931977855200596e-9,1.2931977855200596e-9,1.2931977855200596e-9,847.0,283.0,3.271266907562243e-12,3.271266907562243e-12,3.271266907562243e-12,847.0,283.0,1.2931919789668623e-11,1.2931919789668623e-11,1.2931919789668623e-11,847.0,283.0,3.266186173514554e-14,3.266186173514554e-14,3.266186173514554e-14,847.0,283.0,1.2901435385382487e-13,1.2901435385382487e-13,1.2901435385382487e-13,847.0,283.0,1.0e-15,1.0e-15,1.0e-15,847.0,283.0,1.2701835119223264e-15,1.2701835119223264e-15,1.2701835119223264e-15,847.0,283.0,1.0e-15,1.0e-15,1.0e-15,847.0,283.0,1.0e-15,1.0e-15,1.0e-15
12,904.0,302.0,1.0e-15,1.0e-15,1.0e-15,902.0,302.0,1.0e-15,1.0e-15,1.0e-15,903.0,303.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,904.0,302.0,2.8195987960439494e-8,2.8195987960439494e-8,2.8195987960439494e-8,904.0,302.0,1.293181842902437e-7,1.293181842902437e-7,1.293181842902437e-7,904.0,302.0,3.2715663079614817e-10,3.2715663079614817e-10,3.2715663079614817e-10,904.0,302.0,1.2931977855200596e-9,1.2931977855200596e-9,1.2931977855200596e-9,904.0,302.0,3.271266907562243e-12,3.271266907562243e-12,3.271266907562243e-12,904.0,302.0,1.2931919789668623e-11,1.2931919789668623e-11,1.2931919789668623e-11,904.0,302.0,3.266186173514554e-14,3.266186173514554e-14,3.266186173514554e-14,904.0,302.0,1.2901435385382487e-13,1.2901435385382487e-13,1.2901435385382487e-13,904.0,302.0,1.0e-15,1.0e-15,1.0e-15,904.0,302.0,1.2701835119223264e-15,1.2701835119223264e-15,1.2701835119223264e-15,904.0,302.0,1.0e-15,1.0e-15,1.0e-15,904.0,302.0,1.0e-15,1.0e-15,1.0e-15
13,961.0,321.0,1.0e-15,1.0e-15,1.0e-15,962.0,322.0,1.0e-15,1.0e-15,1.0e-15,957.0,321.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,961.0,321.0,2.8195987960439494e-8,2.8195987960439494e-8,2.8195987960439494e-8,961.0,321.0,1.293181842902437e-7,1.293181842902437e-7,1.293181842902437e-7,961.0,321.0,3.2715663079614817e-10,3.2715663079614817e-10,3.2715663079614817e-10,961.0,321.0,1.2931977855200596e-9,1.2931977855200596e-9,1.2931977855200596e-9,961.0,321.0,3.271266907562243e-12,3.271266907562243e-12,3.271266907562243e-12,961.0,321.0,1.2931919789668623e-11,1.2931919789668623e-11,1.2931919789668623e-11,961.0,321.0,3.266186173514554e-14,3.266186173514554e-14,3.266186173514554e-14,961.0,321.0,1.2901435385382487e-13,1.2901435385382487e-13,1.2901435385382487e-13,961.0,321.0,1.0e-15,1.0e-15,1.0e-15,961.0,321.0,1.2701835119223264e-15,1.2701835119223264e-15,1.2701835119223264e-15,961.0,321.0,1.0e-15,1.0e-15,1.0e-15,961.0,321.0,1.0e-15,1.0e-15,1.0e-15
14,1024.0,342.0,1.0e-15,1.0e-15,1.0e-15,1022.0,342.0,1.0e-15,1.0e-15,1.0e-15,1020.0,342.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,1024.0,342.0,2.8195987960439494e-8,2.8195987960439494e-8,2.8195987960439494e-8,1024.0,342.0,1.293181842902437e-7,1.293181842902437e-7,1.293181842902437e-7,1024.0,342.0,3.2715663079614817e-10,3.2715663079614817e-10,3.2715663079614817e-10,1024.0,342.0,1.2931977855200596e-9,1.2931977855200596e-9,1.2931977855200596e-9,1024.0,342.0,3.271266907562243e-12,3.271266907562243e-12,3.271266907562243e-12,1024.0,342.0,1.2931919789668623e-11,1.2931919789668623e-11,1.2931919789668623e-11,1024.0,342.0,3.266186173514554e-14,3.266186173514554e-14,3.266186173514554e-14,1024.0,342.0,1.2901435385382487e-13,1.2901435385382487e-13,1.2901435385382487e-13,1024.0,342.0,1.0e-15,1.0e-15,1.0e-15,1024.0,342.0,1.2701835119223264e-15,1.2701835119223264e-15,1.2701835119223264e-15,1024.0,342.0,1.0e-15,1.0e-15,1.0e-15,1024.0,342.0,1.0e-15,1.0e-15,1.0e-15
15,1093.0,365.0,1.0e-15,1.0e-15,1.0e-15,1094.0,366.0,1.0e-15,1.0e-15,1.0e-15,1092.0,366.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,1093.0,365.0,2.8195987960439494e-8,2.8195987960439494e-8,2.8195987960439494e-8,1093.0,365.0,1.293181842902437e-7,1.293181842902437e-7,1.293181842902437e-7,1093.0,365.0,3.2715663079614817e-10,3.2715663079614817e-10,3.2715663079614817e-10,1093.0,365.0,1.2931977855200596e-9,1.2931977855200596e-9,1.2931977855200596e-9,1093.0,365.0,3.271266907562243e-12,3.271266907562243e-12,3.271266907562243e-12,1093.0,365.0,1.2931919789668623e-11,1.2931919789668623e-11,1.2931919789668623e-11,1093.0,365.0,3.266186173514554e-14,3.266186173514554e-14,3.266186173514554e-14,1093.0,365.0,1.2901435385382487e-13,1.2901435385382487e-13,1.2901435385382487e-13,1093.0,365.0,1.0e-15,1.0e-15,1.0e-15,1093.0,365.0,1.2701835119223264e-15,1.2701835119223264e-15,1.2701835119223264e-15,1093.0,365.0,1.0e-15,1.0e-15,1.0e-15,1093.0,365.0,1.0e-15,1.0e-15,1.0e-15
16,1165.0,389.0,1.0e-15,1.0e-15,1.0e-15,1166.0,390.0,1.0e-15,1.0e-15,1.0e-15,1155.0,387.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,1165.0,389.0,2.8195987960439494e-8,2.8195987960439494e-8,2.8195987960439494e-8,1165.0,389.0,1.293181842902437e-7,1.293181842902437e-7,1.293181842902437e-7,1165.0,389.0,3.2715663079614817e-10,3.2715663079614817e-10,3.2715663079614817e-10,1165.0,389.0,1.2931977855200596e-9,1.2931977855200596e-9,1.2931977855200596e-9,1165.0,389.0,3.271266907562243e-12,3.271266907562243e-12,3.271266907562243e-12,1165.0,389.0,1.2931919789668623e-11,1.2931919789668623e-11,1.2931919789668623e-11,1165.0,389.0,3.266186173514554e-14,3.266186173514554e-14,3.266186173514554e-14,1165.0,389.0,1.2901435385382487e-13,1.2901435385382487e-13,1.2901435385382487e-13,1165.0,389.0,1.0e-15,1.0e-15,1.0e-15,1165.0,389.0,1.2701835119223264e-15,1.2701835119223264e-15,1.2701835119223264e-15,1165.0,389.0,1.0e-15,1.0e-15,1.0e-15,1165.0,389.0,1.0e-15,1.0e-15,1.0e-15
17,1240.0,414.0,1.0e-15,1.0e-15,1.0e-15,1238.0,414.0,1.0e-15,1.0e-15,1.0e-15,1236.0,414.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,1240.0,414.0,2.8195987960439494e-8,2.8195987960439494e-8,2.8195987960439494e-8,1240.0,414.0,1.293181842902437e-7,1.293181842902437e-7,1.293181842902437e-7,1240.0,414.0,3.2715663079614817e-10,3.2715663079614817e-10,3.2715663079614817e-10,1240.0,414.0,1.2931977855200596e-9,1.2931977855200596e-9,1.2931977855200596e-9,1240.0,414.0,3.271266907562243e-12,3.271266907562243e-12,3.271266907562243e-12,1240.0,414.0,1.2931919789668623e-11,1.2931919789668623e-11,1.2931919789668623e-11,1240.0,414.0,3.266186173514554e-14,3.266186173514554e-14,3.266186173514554e-14,1240.0,414.0,1.2901435385382487e-13,1.2901435385382487e-13,1.2901435385382487e-13,1240.0,414.0,1.0e-15,1.0e-15,1.0e-15,1240.0,414.0,1.2701835119223264e-15,1.2701835119223264e-15,1.2701835119223264e-15,1240.0,414.0,1.0e-15,1.0e-15,1.0e-15,1240.0,414.0,1.0e-15,1.0e-15,1.0e-15
18,1321.0,441.0,1.0e-15,1.0e-15,1.0e-15,1322.0,442.0,1.0e-15,1.0e-15,1.0e-15,1317.0,441.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,1321.0,441.0,2.8195987960439494e-8,2.8195987960439494e-8,2.8195987960439494e-8,1321.0,441.0,1.293181842902437e-7,1.293181842902437e-7,1.293181842902437e-7,1321.0,441.0,3.2715663079614817e-10,3.2715663079614817e-10,3.2715663079614817e-10,1321.0,441.0,1.2931977855200596e-9,1.2931977855200596e-9,1.2931977855200596e-9,1321.0,441.0,3.271266907562243e-12,3.271266907562243e-12,3.271266907562243e-12,1321.0,441.0,1.2931919789668623e-11,1.2931919789668623e-11,1.2931919789668623e-11,1321.0,441.0,3.266186173514554e-14,3.266186173514554e-14,3.266186173514554e-14,1321.0,441.0,1.2901435385382487e-13,1.2901435385382487e-13,1.2901435385382487e-13,1321.0,441.0,1.0e-15,1.0e-15,1.0e-15,1321.0,441.0,1.2701835119223264e-15,1.2701835119223264e-15,1.2701835119223264e-15,1321.0,441.0,1.0e-15,1.0e-15,1.0e-15,1321.0,441.0,1.0e-15,1.0e-15,1.0e-15
19,1408.0,470.0,1.0e-15,1.0e-15,1.0e-15,1406.0,470.0,1.0e-15,1.0e-15,1.0e-15,1398.0,468.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,1408.0,470.0,2.8195987960439494e-8,2.8195987960439494e-8,2.8195987960439494e-8,1408.0,470.0,1.293181842902437e-7,1.293181842902437e-7,1.293181842902437e-7,1408.0,470.0,3.2715663079614817e-10,3.2715663079614817e-10,3.2715663079614817e-10,1408.0,470.0,1.2931977855200596e-9,1.2931977855200596e-9,1.2931977855200596e-9,1408.0,470.0,3.271266907562243e-12,3.271266907562243e-12,3.271266907562243e-12,1408.0,470.0,1.2931919789668623e-11,1.2931919789668623e-11,1.2931919789668623e-11,1408.0,470.0,3.266186173514554e-14,3.266186173514554e-14,3.266186173514554e-14,1408.0,470.0,1.2901435385382487e-13,1.2901435385382487e-13,1.2901435385382487e-13,1408.0,470.0,1.0e-15,1.0e-15,1.0e-15,1408.0,470.0,1.2701835119223264e-15,1.2701835119223264e-15,1.2701835119223264e-15,1408.0,470.0,1.0e-15,1.0e-15,1.0e-15,1408.0,470.0,1.0e-15,1.0e-15,1.0e-15
20,1498.0,500.0,1.0e-15,1.0e-15,1.0e-15,1496.0,500.0,1.0e-15,1.0e-15,1.0e-15,1488.0,498.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,1498.0,500.0,2.8195987960439494e-8,2.8195987960439494e-8,2.8195987960439494e-8,1498.0,500.0,1.293181842902437e-7,1.293181842902437e-7,1.293181842902437e-7,1498.0,500.0,3.2715663079614817e-10,3.2715663079614817e-10,3.2715663079614817e-10,1498.0,500.0,1.2931977855200596e-9,1.2931977855200596e-9,1.2931977855200596e-9,1498.0,500.0,3.271266907562243e-12,3.271266907562243e-12,3.271266907562243e-12,1498.0,500.0,1.2931919789668623e-11,1.2931919789668623e-11,1.2931919789668623e-11,1498.0,500.0,3.266186173514554e-14,3.266186173514554e-14,3.266186173514554e-14,1498.0,500.0,1.2901435385382487e-13,1.2901435385382487e-13,1.2901435385382487e-13,1498.0,500.0,1.0e-15,1.0e-15,1.0e-15,1498.0,500.0,1.2701835119223264e-15,1.2701835119223264e-15,1.2701835119223264e-15,1498.0,500.0,1.0e-15,1.0e-15,1.0e-15,1498.0,500.0,1.0e-15,1.0e-15,1.0e-15
